Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Khalil, H., Aburub, A., Kanaan, S.F., Alsharman, A., Khazaaleh, S., Al Qawasmeh, M., El-Salem, K.","35361817600;57192834139;56122019000;57402366100;57205314998;57210731659;14827760300;","Convergent and criterion-related validity of the short form of the International Physical Activity and the Incidental and Planned Physical Activity Questionnaires in people with multiple sclerosis",2021,"NeuroRehabilitation","49","4",,"597","606",,,"10.3233/NRE-210188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122403295&doi=10.3233%2fNRE-210188&partnerID=40&md5=d7cdb5cad2bf20bd08d0d18c69c89013",Article,"Final","",Scopus,2-s2.0-85122403295
"Mokhberdezfuli, M., Ayatollahi, H., Naser Moghadasi, A.","57225011214;55991128900;55362978300;","A Smartphone-based Application for Self-Management in Multiple Sclerosis",2021,"Journal of Healthcare Engineering","2021",,"6749951","","",,3,"10.1155/2021/6749951","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108905380&doi=10.1155%2f2021%2f6749951&partnerID=40&md5=24e7742c3b65a91500a145e92e1af9c9",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108905380
"Duque, E., Trefftz, H., Srivastava, S.","56192183700;6506608333;7403306427;","Objective assessments of human motor ability of the upper limb: A systematic review",2021,"Technology and Disability","33","1",,"29","44",,1,"10.3233/TAD-200263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106666765&doi=10.3233%2fTAD-200263&partnerID=40&md5=80d8251c160bb310baca6a12d786a951",Article,"Final","",Scopus,2-s2.0-85106666765
"Eldemir, K., Guclu-Gunduz, A., Ozkul, C., Eldemir, S., Soke, F., Irkec, C.","57216912481;12773846300;57062656400;57223265288;57202546139;6602781129;","Associations between fatigue and physical behavior in patients with multiple sclerosis with no or minimal disability",2021,"Fatigue: Biomedicine, Health and Behavior","9","2",,"69","78",,,"10.1080/21641846.2021.1923995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105405184&doi=10.1080%2f21641846.2021.1923995&partnerID=40&md5=80c54510b1835d76869a2ef311730659",Article,"Final","",Scopus,2-s2.0-85105405184
"Carswell, C., Rea, P.M.","57223245642;36132251100;","What the Tech? The Management of Neurological Dysfunction Through the Use of Digital Technology",2021,"Advances in Experimental Medicine and Biology","1317",,,"131","145",,2,"10.1007/978-3-030-61125-5_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105270322&doi=10.1007%2f978-3-030-61125-5_7&partnerID=40&md5=ace6447cdc766cdee623d9dcd09e7eda",Book Chapter,"Final","",Scopus,2-s2.0-85105270322
"Hsieh, K., Fanning, J., Frechette, M., Sosnoff, J.","57195425005;43861087700;57210886491;6506857510;","Usability of a fall risk mhealth app for people with multiple sclerosis: Mixed methods study",2021,"JMIR Human Factors","8","1","e25604","","",,5,"10.2196/25604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103498678&doi=10.2196%2f25604&partnerID=40&md5=757df63fee4f26f933475b7b28d7c169",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103498678
"Prochazka, A., Dostal, O., Cejnar, P., Mohamed, H.I., Pavelek, Z., Valis, M., Vysata, O.","57474552500;23484744200;56925088900;57221594512;55886510700;25621714800;6602874156;","Deep Learning for Accelerometric Data Assessment and Ataxic Gait Monitoring",2021,"IEEE Transactions on Neural Systems and Rehabilitation Engineering","29",,"9320586","360","367",,14,"10.1109/TNSRE.2021.3051093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099576318&doi=10.1109%2fTNSRE.2021.3051093&partnerID=40&md5=ba813b68a6b98a54ebda27264d904871",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85099576318
[No author name available],[No author id available],"Erratum: Turning towards monitoring of gaze stability exercises: The utility of wearable sensors (J Neurol Phys Ther. (2020) 44, 4 (261-267), 10.1097/NPt.0000000000000340)",2021,"Journal of Neurologic Physical Therapy","45","1",,"36","40",,,"10.1097/NPT.0000000000000340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099083880&doi=10.1097%2fNPT.0000000000000340&partnerID=40&md5=8bea6d0ba8c092c8f925971e569936a4",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099083880
"Abonie, U.S., Hettinga, F.J.","57214797230;14063424200;","Effect of a tailored activity pacing intervention on fatigue and physical activity behaviours in adults with multiple sclerosis",2021,"International Journal of Environmental Research and Public Health","18","1","17","1","10",,4,"10.3390/ijerph18010017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098502057&doi=10.3390%2fijerph18010017&partnerID=40&md5=97559d632c8c3d82161f3c0547445473",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85098502057
"Celik, Y., Stuart, S., Woo, W.L., Godfrey, A.","57219009524;55962457300;7005643212;23008307200;","Gait analysis in neurological populations: Progression in the use of wearables",2021,"Medical Engineering and Physics","87",,,"9","29",,41,"10.1016/j.medengphy.2020.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096721032&doi=10.1016%2fj.medengphy.2020.11.005&partnerID=40&md5=199934af626c56716ce8a12d55e4189f",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85096721032
"Krysko, K.M., Akhbardeh, A., Arjona, J., Nourbakhsh, B., Waubant, E., Antoine Gourraud, P., Graves, J.S.","57130747800;9041820300;57196223269;36614542400;7003751368;57220056101;57224556735;","Biosensor vital sign detects multiple sclerosis progression",2021,"Annals of Clinical and Translational Neurology","8","1",,"4","14",,2,"10.1002/acn3.51187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096715802&doi=10.1002%2facn3.51187&partnerID=40&md5=a1f76b4cb4c25c203fb4dba11ea22b2d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096715802
"Stavropoulos, T.G., Meditskos, G., Papagiannopoulos, S., Kompatsiaris, I.","36609030500;14035720700;6506281505;7004756014;","eHealth4MS: Problem detection from wearable activity trackers to support the care of multiple sclerosis",2021,"Advances in Intelligent Systems and Computing","1239 AISC",,,"3","12",,3,"10.1007/978-3-030-58356-9_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091501156&doi=10.1007%2f978-3-030-58356-9_1&partnerID=40&md5=c2c2127b541a94504773adf07fc4571d",Conference Paper,"Final","",Scopus,2-s2.0-85091501156
"Silveira, S.L., Baird, J.F., Motl, R.W.","57194203914;57202444069;7004580855;","Rates, patterns, and correlates of fitness tracker use among older adults with multiple sclerosis",2021,"Disability and Health Journal","14","1","100966","","",,4,"10.1016/j.dhjo.2020.100966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089548141&doi=10.1016%2fj.dhjo.2020.100966&partnerID=40&md5=070596887e22175f1e8958c7db5124dc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85089548141
"Rooney, S., Riemenschneider, M., Dalgas, U., Jørgensen, M.-L.K., Michelsen, A.-S., Brønd, J.C., Hvid, L.G.","57200227210;57194539375;24822008800;57214096681;57209739882;8317185900;35310702500;","Physical activity is associated with neuromuscular and physical function in patients with multiple sclerosis independent of disease severity",2021,"Disability and Rehabilitation","43","5",,"632","639",,16,"10.1080/09638288.2019.1634768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068582590&doi=10.1080%2f09638288.2019.1634768&partnerID=40&md5=427865a141826f5174ca384c32c35bd0",Article,"Final","",Scopus,2-s2.0-85068582590
"Jeng, B., Sasaki, J.E., Cederberg, K.L., Motl, R.W.","57203958928;18134588400;57201820421;7004580855;","Sociodemographic and clinical correlates of device-measured sedentary behaviour in multiple sclerosis",2021,"Disability and Rehabilitation","43","1",,"42","48",,5,"10.1080/09638288.2019.1614683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066033287&doi=10.1080%2f09638288.2019.1614683&partnerID=40&md5=a0327d6b0a0605c529ae0482bdb83716",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85066033287
